drug_id,drug_name
D07405,Tritoqualine; Hypostamine
D07406,Pimethixene; Calmixene
D07407,Rupatadine
D07408,Nikethamide; Carditonic
D07409,Pentetrazol; Pentylenetetrazol; Coryvet [veterinary]
D07410,Mepixanox
D07411,Azidamfenicol; Posifenicol
D07412,Sulfadicramide; Irgamid
D07413,Pantothenic acid; Pantothen Pharmaselect
D07414,Bibrocathol; Noviform
D07415,Picloxydine
D07416,Deferiprone; Ferriprox
D07417,Alsactide
D07418,Ioxitalamic acid
D07419,Almasilate; Magnesium aluminosilicate; Megalac
D07420,Gadobutrol; Gadavist
D07421,Aloxiprin; Superpyrin
D07422,"Fibrinolysin; Fibrinolysin, human; Fibrogammin"
D07423,Defibrotide sodium; Defitelio
D07424,Dextriferron; Fedex
D07425,Papaverine; Mesotina
D07426,Noxytiolin; Noxythiolin; Noxyflex
D07427,Calcium dobesilate; Doxium
D07428,Bunaftine
D07429,Crilanomer
D07430,Propenidazole
D07431,Somatostatin
D07432,Streptoduocin; Streptomycin sulfate and dihydrostreptomycin sulfate
D07433,Xibornol
D07434,Polyestradiol phosphate; Estradurin
D07435,Papaveretum; Omnopon
D07436,Afelimomab
D07437,Eptotermin alfa; Osigraft
D07438,Chiniofon
D07439,Papaverine sulfate; Papaverine SAD
D07440,Alverine
D07441,Amantadine
D07442,Ambroxol; Tabcin
D07443,Amfenac
D07444,Amfepramone; Diethylpropion
D07445,Amfetamine; Amphetamine; Amfetamin; Adzenys; Dyanavel
D07446,Amfetaminil; AN 1
D07447,Amiloride; Amiclaran
D07448,Amitriptyline; Laroxyl
D07449,Amitriptylinoxide
D07450,Amlodipine; Norvasc
D07451,Amosulalol
D07452,Amoxicillin; AMPC; Amoxicillin
D07453,Amtolmetin guacil; Artromed
D07454,Amylocaine
D07455,Anagrelide
D07456,Androstanolone; Stanolone; Andractim
D07457,Anisindione; Miradon
D07458,Antazoline
D07459,Antazoline hydrochloride; Phenazolinum
D07460,Apomorphine; Uprima
D07461,Apraclonidine; Iopidine
D07462,Arbekacin
D07463,Arformoterol
D07464,Paramethasone; Dillar
D07465,Arotinolol
D07466,Pargeverine; Viadil
D07467,Paromomycin; Paromomycin
D07468,Articaine; Carticaine
D07469,Aspoxicillin; ASPC; Doyle
D07470,Astromicin
D07471,Atazanavir; Reyataz
D07472,Pemetrexed; Alimta; Pemetrexed; Pemfexy
D07473,Atomoxetine; Tomoxetine
D07474,Atorvastatin; Lipitor; Sortis
D07475,Atosiban acetate; Tractocile
D07476,Pemirolast; Pemirox
D07477,Atropine oxide; Apitropin
D07478,Aurotioprol; Allochrysine
D07479,Azamethiphos; Actogard
D07480,Azapentacene; Quinax
D07481,Azasetron
D07482,Azatadine
D07483,Azelastine; Optivar
D07484,Azidocillin sodium salt; InfectoBicillin H-Tabletten; Longatren
D07485,Azintamide; Colerin; Ora-Gallin purum
D07486,Azithromycin; Azasite; Azithromycin
D07487,Bacampicillin; Penglobe
D07488,Balsalazide
D07489,Bambuterol hydrochloride; Bambec
D07490,Bamethan; Vasolat
D07491,Bamifylline
D07492,Bamipine dihydrochloride; Soventol
D07493,Bamipine lactate; Soventol
D07494,Barnidipine; Vasexten
D07495,Beclometasone; Beclometason
D07496,Befunolol
D07497,Bekanamycin; Kanamycin B
D07498,Benactyzine
D07499,Benazepril; Benazepril Sandoz; Forteekor [veterinary]
D07500,Bencyclane
D07501,Bendamustine; Treanda
D07502,Butetamate citrate; Heliphenicol
D07503,Bendazac lysine; Bendalina
D07504,Bendazol; Dibazol
D07505,Latanoprost and timolol maleate; Xalacom
D07506,Benexate
D07507,Zidovudine and lamivudine; Combivir; Lamivudine zidovudine
D07508,Benfluorex hydrochloride; Mediator
D07509,Benidipine
D07510,Adomiparin; Semuloparin; Heparin; Enoxaparin; Bemiparin; Parnaparin; Nadroparin; Heparin
D07511,Benzatropine; Benztropine
D07512,Benproperine; Cofrel
D07513,Benzetimide; Spasmental [veterinary]
D07514,Benzfetamine; Benzphetamine
D07515,Benzfetamine hydrochloride; Benzphetamine hydrochloride; Didrex
D07516,Benzydamine; Apo-Benzydamine
D07517,Benzydamine salicylate; Fulgium
D07518,Benzyl hydroxybenzoate; Benzylparaben; Nisapulvol
D07519,Benzylthiouracil; Basdene
D07520,Bepridil; Bepadin
D07521,Bergaptene; Bergapten; Pentaderm
D07522,Betahistine; Vestibo
D07523,Betaine; Cystadane
D07524,Betaine aspartate; Somathl
D07525,Betaine citrate; Betaina Manzoni
D07526,Betaxolol; Betaxolol
D07527,Biclotymol; Hexaspray
D07528,Bifemelane
D07529,Binifibrate; Biniwas
D07530,Bioallethrin; Duocide [veterinary]
D07531,Bisoxatin
D07532,Bisulepin
D07533,Bisulepin hydrochloride; Dithiaden
D07534,Bitolterol
D07535,Bleomycin; BLM; Bleomycin Hexal
D07536,Boldenone
D07537,Bopindolol; Sandonorm
D07538,Bosentan
D07539,Glutamic acid hydrochloride; Hypochylin
D07540,Brimonidine
D07541,Bromfenac
D07542,Bromhexine; Fluibron
D07543,Brompheniramine; Brotane
D07544,Brovanexine; Bronquimucil
D07545,Brovincamine; Sarbromin
D07546,Bucladesine
D07547,Buclizine; Buclina
D07548,Buflomedil hydrochloride; Botamiral
D07549,Bumadizone calcium salt hemihydrate; Desflam; Eumotol
D07550,Bunazosin
D07551,Buphenine
D07552,Bupivacaine; Bucaine; Exparel
D07553,Acetylaminonitropropoxybenzene; 5'-Nitro-2'-propoxyacetanilid; Falimint
D07554,"Acetylcysteine sodium salt; L-Cysteine, N-acetyl-, sodium salt; Acetylcysteine Sodium"
D07555,Acetyldigoxin; Cedigossima
D07556,beta-Acetyldigoxin; Acetyldigoxin beta isomer; Corotal
D07557,O-Acetyldihydrocodeine hydrochloride; Acetylcodone
D07558,Zinc acexamate; Copinal
D07559,Sodium acexamate; Plastenan
D07560,Adrenalone hydrochloride; Stryphnasal
D07561,beta-Alanine; Abufene
D07562,Alatrofloxacin
D07563,Alizapride hydrochloride; Plitican
D07564,Allopurinol sodium; Aloprim
D07565,Aluminium sulfate; Stingose
D07566,Aminaphtone; Capillarema
D07567,Aminolevulinic acid
D07568,Aminomethylbenzoic acid; p-Aminomethylbenzoic acid; Gumbix
D07569,Candesartan cilexetil and anmlodipine besylate; Unisia
D07570,Ampicillin benzathine; Durapen
D07571,Amprolium hydrochloride; Amprolium
D07572,Amylocaine hydrochloride; Dolodent
D07573,Passiflora extact; Passionflower; Maypop; Passiflamin
D07574,Arginine aspartate; Sargenor
D07575,Ascorbic acid calcium salt; Calcium Ascorbate
D07576,Asiaticoside; Madecassol
D07577,Cinaciguat
D07578,Eldecalcitol; Edirol
D07579,Aspirin calcium salt; Notras
D07580,Aspirin DL-lysine; Aspirin lysine salt; Aspegic
D07581,Aspirin magnesium salt; Mobidin
D07582,Aspirin sodium; Sodium acetylsalicylate; Catalgine
D07583,Phenytoin and phenobarbital; Aleviatin with phenobarbital
D07584,Attapulgite; Donngel
D07585,"Isopropylantipyrine, ergotamine tartrate and anhydrous caffeine; Cleamine A"
D07586,Biotin sodium salt; Medebiotin
D07587,Bismuth subcitrate; Tripotassium dicitratobismuthate; De-Nol
D07588,Brovanexine hydrochloride; Broncimucil
D07589,Budipine hydrochloride; Parkinsan
D07590,Bupranolol
D07591,Bupropion
D07592,Ademetionine tosilate disulfate; S-Adenosylmethionine disulfate ditosylate; Gumbaral
D07593,Buspirone; Gen-Buspirone
D07594,Butamirate; Codimin
D07595,Fosphenytoin sodium hydrate; Fostoin
D07596,Butenafine
D07597,Butetamate; Butethamate
D07598,Butoconazole; Gynofort
D07599,Butopiprine
D07600,Ergotamine tartrate and anhydrous caffeine; Cafergot; Migergot
D07601,Butriptyline; Evadyne
D07602,Cadexomer
D07603,Caffeine citrate; Cafcit
D07604,Calcium Bromolactobionate; Nervolta
D07605,Calcium pidolate; Ibercal
D07606,Camostat
D07607,Capreomycin
D07608,Carazolol; Conducton; Suacron [veterinary]
D07609,Carbaethopendecine bromide; Septonex
D07610,Carbaldrate; Basaljel
D07611,Simetride and anhydrous caffeine; Kyorin AP2
D07612,Sodium salamidacetate; o-Carbamoylphenoxyacetic acid sodium salt; Clinit-n
D07613,Carbaryl; Carbaril; Flea and tick powder [veterinary]
D07614,Carbenicillin
D07615,Carbenoxolone
D07616,Carbimazole; Carbimazol henning
D07617,Carbinoxamine
D07618,Carbocisteine sodium salt; Mucopront
D07619,Carbocromen; Chromonar
D07620,Carfentanil
D07621,Carindacillin; Carbenicillin indanyl
D07622,Carmellose; Croscarmellose; Carboxymethylcellulose; CMC; Intrasite gel
D07623,Carpipramine
D07624,Carteolol
D07625,Carumonam; CRMN
D07626,Caspofungin; Cancidas
D07627,Cathine;-Norpseudoephedrine
D07628,Cathine hydrochloride; d-Norpseudoephedrine hydrochloride; Antiadipositum X-112
D07629,Cefacetrile; Cephacetrile; Vetrimast [veterinary]
D07630,Neurotropin; An extract from inflammatory rabbit skin inoculated by vaccinia virus; Neurotropin
D07631,"Ethyl piperidinoacetylaminobenzoate, magnesia alumina hydrate and precipitated calcium carbonate; Sulcain"
D07632,Chondroitin sulfate sodium and sodium hyaluronate; Viscoat
D07633,Chondroitin sulfate sodium and FAD sodium; Chondroitin sulfate sodium and FAD sodium; Mucofadin; Mucotear
D07634,Cefalonium; Cepravin dry cow
D07635,Cefalotin; Cephalothin; Cefalotina fabra
D07636,Cefapirin; Cephapirin; Metricure
D07637,Cephapirin benzathine; Cefapirin benzathine; Cefa-Dri
D07638,Cefcapene
D07639,Cefditoren
D07640,Cefixime; Cefixime hydrate; Cefixime trihydrate; Oroken; Suprax
D07641,Cefmenoxime
D07642,Cefminox
D07643,Cefodizime
D07644,Cefonicid; Monocef
D07645,Cefoperazone; Cefobid; Peracef [veterinary]
D07646,Cefoselis
D07647,Cefotaxime; Cefotaxim Hikma
D07648,Cefotiam; Aspil
D07649,Cefpirome; Cefir
D07650,Cefpodoxime; Epoxim
D07651,Cefprozil; Cefprozil; Cefzil
D07652,Cefquinome; Cobactan [veterinary]
D07653,Cefsulodin
D07654,Ceftazidime; CAZ; Ceftazidime; Ceptaz; Fortaz
D07655,Cefteram
D07656,Ceftezole
D07657,Ceftiofur; Naxcel [veterinary]
D07658,Ceftizoxime
D07659,Ceftriaxone; Ceftriaxone
D07660,Celiprolol; Celiprolol PCH
D07661,Cerivastatin
D07662,Cetirizine; Cetiderm
D07663,Cetraxate
D07664,Cetrimonium
D07665,Cetrorelix; Cetrotide
D07666,Cetylpyridinium
D07667,Cevimeline
D07668,Chlorhexidine; Dentisept [veterinary]; Merfen-incolore
D07669,Chlorhexidine acetate; Chlorhexidine diacetate; Nolvasan
D07670,Chlormadinone
D07671,Chlormethine; Mechlorethamine
D07672,Cetrimonium chloride; Surfaktivo
D07673,Cetrimonium tosilate; Sterilene
D07674,Chloramphenicol stearate; Quemicetina
D07675,Chloramphenicol succinate; Chloramphenicol ICN
D07676,Chlormidazole hydrochloride; Unfungicid
D07677,Chloroacetic acid; Acetocaustin
D07678,Chloroprocaine
D07679,Chloropyramine hydrochloride; Avapena
D07680,Chloroquine sulfate; Nivaquine
D07681,Chlorothymol; Caniprevent [veterinary]; Pioral
D07682,Clazosentan sodium; Pivlaz
D07683,Chlorphenethazine hydrochloride; Marophen
D07684,Chlorphenoxamine hydrochloride; Allergex
D07685,Chlorproethazine hydrochloride; Neuriplege
D07686,Chlorprothixene acetate; Truxal
D07687,Chlorprothixene citrate; Truxal
D07688,Chlorpyrifos; Zodiac
D07689,Chlortetracycline; Aureomycin
D07690,Choline; Choline ion; Choline cation
D07691,Choline hydrogencitrate; Choline dihydrogen citrate; Choline dihydrogen citrate
D07692,Choline orotate; Hepato-Fardi
D07693,Choline stearate; Chomelanum
D07694,Choline magnesium trisalicylate; Tricosal
D07695,Chromocarb
D07696,Chromocarb diethylamine; Chromocarb diethylazan; Campel
D07697,Cicletanine hydrochloride; Justar; Tenstaten
D07698,Cilastatin
D07699,Cilazapril; Inhibace
D07700,Cinitapride; Paxapride
D07701,Cinitapride tartrate; Blaston
D07702,Ciprofloxacin lactate; Ciproxin
D07703,"Hydroxyethyl cellulose, boric acid, dibasic sodium phosphate, potassium chloride, sodium chloride and dried sodium carbonate; Scopisol"
D07704,Citalopram; Citadur
D07705,Citalopram hydrochloride; Seropram
D07706,L-Citrulline
D07707,Citrulline malate; Stimol
D07708,Clanobutin; Bykahepar [veterinary]
D07709,Polyvinyl alcohol and iodine; PA iodo
D07710,Clarithromycin lactobionate; Klacid
D07711,Clavulanic acid; Clavulox
D07712,Clemizole penicillin; Clemizol-penicillin grunenthal
D07713,Clenbuterol; Contraspasmin; Planipart [veterinary]
D07714,Climazolam; Climasol [veterinary]
D07715,Clobetasol; Clobecort Amex
D07716,Clobutinol; Iversal
D07717,Clobetasone
D07718,Clocapramine
D07719,Clocortolone
D07720,Clodronic acid disodium salt; Disodium clodronate; Clodronate disodium; Bonefos
D07721,Clofedanol; Chlophedianol; Antitussin
D07722,Clofenvinfos; Clorfenvinfos; Chlorfenvinphos; Supona
D07723,Clofibric acid
D07724,Magnesium clofibrate; Clofibric acid magnesium salt; Clofibrate Magnesico Chobet
D07725,Clomethiazole edisilate; Heminevrin
D07726,Clomifene; Clomiphene; Clomifene
D07727,Clomipramine; Anafranil
D07728,Clonixin lysine salt; Clonixil
D07729,Clopidogrel; Clopidogrel; Plavix
D07730,Cloprostenol; Dalmazin [veterinary]
D07731,Clostebol
D07732,Clostebol acetate; Clostebol 17 beta-acetate; Trofodermin
D07733,Cloxacillin; Orbenin
D07734,Cinnarizine dihydrochloride; Celenid
D07735,Clometocillin potassium; Rixapen
D07736,Cloricromen hydrohloride; Proendotel
D07737,Cethexonium bromide; Biocidan
D07738,Uridine 5'-diphosphoglucose disodium; Cogalactoisomerase sodium salt; Bivitox; Toxepasi
D07739,Cocarboxylase hydrochloride; Bivitasi
D07740,Codeine hydrochloride; Bisoltus
D07741,Zibotentan
D07742,"Ethyl aminobenzoate, lidocaine and bismuth subgallate; Helmitin S"
D07743,Colesevelam; Cholestagel
D07744,Colextran; Detaxtran
D07745,Colextran hydrochloride; Dexide
D07746,Colistin; Sogecoli
D07747,"alpha, beta-Pinene, borneol, anetholtrithion, d-camphene, cineole and fenchone; Rowatin"
D07748,Conivaptan
D07749,Cortisone; Cortisone
D07750,Coumafos; Coumaphos; Meldane
D07751,Coumarin; Venalot mono
D07752,Croconazole
D07753,Cromoglicic acid; Cromo-Comod
D07754,Cropropamide
D07755,Crotetamide; Crothethamide
D07756,Cyamemazine tartrate; Tercian
D07757,Cyclobarbital calcium; Phanodorn calcium
D07758,Cyclobenzaprine
D07759,Cyclopentolate; Bell Pentolate
D07760,Cyclophosphamide; Cyclophosphamide; Cytoxan
D07761,Cyfluthrin; Cylence
D07762,Cyhalothrin; Coopertix [veterinary]
D07763,Cypermethrin; Zetagard
D07764,Cyprodenate; Actebral
D07765,Cyproheptadine; Ciprovit
D07766,Cyproterone; Ciproterona Servycal
D07767,Cyromazine; Neporex
D07768,Cythioate; Proban
D07769,Cytidine; Posilent
D07770,Cytisinicline; Cytisine; Tabex
D07771,Colestipol
D07772,Dacarbazine citrate
D07773,Dacisteine; Mucothiol
D07774,Danofloxacin; A180; Advocin
D07775,Dapiprazole
D07776,Daunorubicin; DM; DaunoXome
D07777,Deanol; Dimethylaminoethanol
D07778,Deanol aceglumate; Risatarun
D07779,Deanol acetamidobenzoate; Deanol 4-acetamidobenzoate; Bimanol
D07780,Deferoxamine hydrochloride; Desferal
D07781,Delapril; Delaket
D07782,Delavirdine
D07783,Delmadinone
D07784,Delorazepam; Dadumir
D07785,Deltamethrin; Decamethrin; Scalibor [veterinary]
D07786,Dembrexine; Sputolosin
D07787,Denaverine
D07788,Denaverine hydrochloride; Spasmalgan
D07789,Denotivir; Polvir
D07790,Deptropine citrate; Deptropine FNA
D07791,Desipramine
D07792,Desoxycortone; Desoxycorticosterone
D07793,Desvenlafaxine; Khedezla
D07794,Detajmium bitartrate; Detajmium bitartrate hydrate; Tachmalcor
D07795,Detomidine
D07796,Dexamethasone 21-acetate; Dexamethasone acetate anhydrous; Decaject-L.A.
D07797,Dexamethasone isonicotinate; Dexamethasone 21-isonicotinate; Voren [veterinary]
D07798,Dexamethasone sodium hemisulfate; Dexamethasone 21-sodium sulfate; Colircusi Dexametasona
D07799,Dexamethasone 21-tebutate; Dexamethasone tertiary butyl acetate; Dexamedium [veterinary]
D07800,Dexamethasone 21-valerate; Voalla; Zalucs
D07801,Dexamethasone phenylpropionate; Dexafort [veterinary]
D07802,Dexamethasone phosphate; Decadron-phosphate
D07803,Dexchlorpheniramine; d-Chloropheniramine; Dapriton
D07804,Dexetimide hydrochloride; Tremblex
D07805,Dexfenfluramine
D07806,Dexmethylphenidate
D07807,Dexrazoxane hydrochloride; Savene; Totect; Zinecard
D07808,Dextromoramide tartrate; Palfium
D07809,Dextropropoxyphene; Propoxypene
D07810,Diacetylmorphine hydrochloride; Diamorphine hydrochloride; Heroin hydrochloride; Diamorphine
D07811,Dibekacin
D07812,Dibenzepin
D07813,Dibrompropamidine isetionate; Brolene
D07814,Dichlorisone
D07815,Dichlorisone acetate; Dichlorisone 21-acetate; Dermaren
D07816,Diclofenac; Solaraze; Zorvolex
D07817,Diclofenac diethylamine; Voltaren Emulgel
D07818,Diclofenac epolamine; Diclofenac hydroxyethylpyrrolidine; Flector
D07819,Diclofenac calcium; Voltaren Actingo Extra
D07820,Dicycloverine; Dicyclomine; Dicymine
D07821,Dihexyverine
D07822,Didecyldimethylammonium chloride; Alfa Bergamon
D07823,Diethazine
D07824,Diethylamine salicylate; Algesal
D07825,Diethylcarbamazine; Camin
D07826,Hexestrol diphosphate sodium; Diethylstilbestrol diphosphate tetrasodium salt; Stilphostrol
D07827,Diflorasone; Murode
D07828,Difloxacin; Marbocyl
D07829,Diflubenzuron
D07830,Dihydralazine sulfate; Dihydralazine hydrogen sulfate; Nepresol
D07831,Dihydrocodeine; Remedacen
D07832,Dihydrocodeine thiocyanate; Paracodin
D07833,Dihydroergocristine mesilate; Diertine
D07834,Dihydroergocristine
D07835,Dihydroergocryptine
D07836,Dihydroergocryptine mesilate; Almirid
D07837,Dihydroergotamine; Neomigran
D07838,Dihydroergotamine tartrate; Divegal
D07839,Dihydroergotoxine; Co-Dergocrin
D07840,Dihydrostreptomycin
D07841,Dihydroxyacetone; Chromelin
D07842,Diisopropylamine hydrochloride; Disotat
D07843,Dilazep
D07844,Diloxanide
D07845,Diltiazem; Surazem
D07846,Dimecrotic acid; Molnia
D07847,Dimefline
D07848,Dimemorfan
D07849,Dimecrotic acid magnesium salt; Hepadial
D07850,Dimethoxanate hydrochloride; Atuss
D07851,"Ascorbic acid, thiamine chloride hydrochloride, pyridoxine hydrochloride, riboflavin sodium phosphate, nicotinamide and panthenol; C para"
D07852,4-Dimethylaminophenol hydrochloride; 4-DMAP
D07853,Dimetindene; Dimethindene
D07854,Dimetotiazine; Fonazine; Migristene
D07855,Dimetridazole; Alazol [veterinary]
D07856,Dimpylate; Diazinon; New Z Diazinon; Optimizer Insecticide
D07857,Dinitolmide; D.O.T.
D07858,Diosmin; Daflon
D07859,"Ascorbic acid, thiamine nitrate, nicotinamide, calcium pantothenate, pyridoxine hydrochloride and riboflavin; Wasser-V"
D07860,Dioxopromethazine hydrochloride; Prothanon gel
D07861,Diphenoxylate
D07862,Diphenylpyraline
D07863,Diprenorphine
D07864,Diprenorphine hydrochloride; Large Animal Revivon
D07865,Dixyrazine; Esucos
D07866,Docetaxel; Docetaxel; Taxotere
D07867,Dolasetron
D07868,Domperidone maleate; Domperidone
D07869,Donepezil; Donaz; Allydone
D07870,Dopamine; Medopa
D07871,Dorzolamide; Trusopt
D07872,Dosulepin; Dothiepin; Dothep
D07873,Doxapram; Docatone
D07874,Doxazosin; Cardura XL
D07875,Doxepin; Sinequan
D07876,Doxycycline; Doxychel; Doxycycline
D07877,Doxycycline hydrochloride; Vibramycin
D07878,Doxylamine
D07879,Drotaverine hydrochloride; Taverin
D07880,Duloxetine; Yentreve
D07881,Dyclonine
D07882,Eberconazole
D07883,Eflornithine
D07884,Eberconazole nitrate; Ebernet
D07885,Ecabet
D07886,Efonidipine
D07887,Eletriptan
D07888,Eltenac; Telzenac
D07889,Embramine
D07890,Emedastine; Emadine
D07891,Mefenorex
D07892,Enalapril; Enalapril
D07893,Enbucrilate; Histoacryl
D07894,Encainide
D07895,Losartan potassium and hydrochlorothiazide; Hydrochlorothiazide and losartan potassium; Hyzaar; Losarhyd
D07896,Entecavir
D07897,Enviomycin
D07898,Eperisone
D07899,Epervudine; Hevizos
D07900,Epinastine; Purivist
D07901,Epirubicin; Farmorubicin
D07902,Eprazinone
D07903,Epsiprantel; Cestex
D07904,Eptazocine
D07905,Ergometrine
D07906,Ergotamine
D07907,Erlotinib
D07908,Ertapenem; Invanz
D07909,Erythromycin thiocyanate; Erythrocin
D07910,Erythromycin stinoprate; Erysec
D07911,Erythrosine sodium; Revelplac
D07912,Aescine; Escin; Reparil
D07913,Escitalopram; Esertia
D07914,Eseridine
D07915,Eseridine salicylate; Felipurgatyl
D07916,Esmolol
D07917,Esomeprazole; Inexium paranova
D07918,Estradiol hemihydrate; Estrasorb; Vagifem
D07919,Estradiol 17 beta-hemisuccinate; 17beta-Estradiol hemisuccinate; Eutocol
D07920,"Estriol succinate; Estriol 16alfa, 17beta-di; Sinapause"
D07921,"Estriol sodium succinate; Estriol 16alpha, 17beta-di; Styptanon"
D07922,Etafenone
D07923,Etamiphylline hydrochloride; Solufilina
D07924,Ethacridine; Ophosept
D07925,Ethambutol; Servambutol
D07926,Ethaverine; Ethquinol
D07927,Ethaverine hydrochloride; Ethaquin
D07928,Ethinylestradiol propanesulfonate; Turisteron
D07929,Ethylmorphine
D07930,Etifoxine hydrochloride; Stresam
D07931,Etilefrine; Corcanfol
D07932,Etiproston; Prostavet [veterinary]
D07933,Etofylline; Oxyphyllin
D07934,Edetate calcium disodium; Calcium disodium versenate
D07935,Dicobalt edetate; Dicobalt edetate
D07936,Eledoisin
D07937,Etorphine
D07938,Bupropion hydrobromide; Aplenzin
D07939,Etynodiol; Ethynodiol
D07940,Fadrozole
D07941,Fasudil
D07942,Febuprol; Valbil
D07943,Fendiline hydrochloride; Sensit
D07944,Fenetylline; Fenethylline; Fitton
D07945,Fenfluramine; Ponderax
D07946,Fenoldopam; Carlacor
D07947,Fenproporex; Fenorex
D07948,Fenproporex hydrochloride; Feprorex
D07949,Fenspiride; Eurespal
D07950,Fenthion; Tiguvon
D07951,Fentonium bromide; Ulcesium
D07952,Fenvalerate; Acadrex
D07953,Fenyramidol
D07954,Fepradinol
D07955,Fenquizone potassium salt; Idrolone
D07956,Ferrocholinate; Fre-Sol
D07957,Fertirelin
D07958,Fexofenadine; Telfast
D07959,Flavodic acid
D07960,Flavodic acid disodium salt; Disodium flavodate; Intercyton
D07961,Flavoxate; Bladuril
D07962,Flecainide
D07963,Flomoxef
D07964,Fluazuron; Acatak Pour-ON [veterinary]
D07965,Flucloxacillin sodium salt; Floxapen
D07966,Fludarabine; Fluradosa
D07967,Fludrocortisone; Astonin-H
D07968,Flugestone; Syncro-Part
D07969,Fluindione; Previsccan
D07970,Flumethrin; Bayticol
D07971,Flunarizine; Sibelium
D07972,Fluocortin
D07973,Fluocortolone 21-pivalate; Fluocortolone pivalate; Ultradil
D07974,Fluorouracil sodium salt; Fluorouracil
D07975,Flupamesone; Flutenal
D07976,Flupentixol decanoate; Fluanxol depot
D07977,Fluphenazine; Moditen
D07978,Flupirtine
D07979,Flupirtine D-gluconate; Katadolon
D07980,Fluprednidene acetate; Fluprednidene 21-acetate; Decoderm
D07981,Fluticasone; Fluticaps
D07983,Fluvastatin; Fluvas
D07984,Fluvoxamine
D07985,Folate sodium; Folina
D07986,Folinic acid; Leucovorin; Rescuvolin
D07987,Folinic acid calcium salt pentahydrate; Leucovorin calcium pentahydrate; Leucovorin
D07988,Fominoben
D07989,Fomivirsen
D07990,Formoterol; Oxis
D07991,Fosfosal; Aydolid
D07992,Fosinopril; Monopril
D07993,Fosphenytoin
D07994,Framycetin sulfate; Neomycin B sulfate; Isofra
D07995,Fosfomycin calcium; Fosfocin
D07997,Frovatriptan; Allergo filmtabletten
D07998,Furazidin; Furagin
D07999,Sodium furosemide; Frosemide sodium; Lasix
D08000,Diethanolamine fusidate; Fusidic acid diolamine; Fucidin
D08001,Furosemide diolamine; Furosemide diethanolamine salt; Nuriban
D08002,Fusafungine; Locabiotal
D08003,Fusidic acid hemihydrate; Fucithalmic
D08004,Gabexate
D08005,Gadofosveset
D08006,Gadopentetic acid
D08007,Gadoteric acid; Artirem
D08008,Gadoxetic acid
D08009,Gallopamil
D08010,Ganirelix; Orgalutran
D08011,Gatifloxacin; Gatifloxacin anhydrous; Gatifloxacin; Zymer
D08012,Gemifloxacin; Factiv
D08013,Gentamicin; Gentamicin
D08014,Glaucine; Tusidil
D08015,Ferrous succinate; Ferplex
D08016,Ferrous sulfate glycine; Ferro sanol
D08017,Flucloxacillin magnesium; Floxapen
D08018,Gadobenic acid; Multihance
D08019,Glaucine hydrobromide; Glauvent
D08020,Lorcainide
D08021,Glucametacin; Glucametan
D08022,Glucosamine hydrochloride; Artrox
D08023,Glucosamine sulfate; Dona
D08024,Vosaroxin; Voreloxin
D08025,Glutathione sodium salt; Tad
D08026,Velneperit
D08027,Gonadorelin; Fertagyl
D08028,Guaietolin; Guethral; Guethural
D08029,Guanadrel; Hylorel
D08030,Guanethidine
D08031,Guanfacine; Estulic
D08032,Gusperimus; 15-Deoxyspergualin
D08033,Halofantrine
D08034,Halofuginone; Halocur [veterinary]
D08035,Haloperidol lactate; Haldol
D08036,Halopredone
D08037,Heptaminol acefyllinate; Cariamyl
D08038,Heptaminol hydrochloride; Hept-a-myl
D08039,Hexoprenaline; Ipradol
D08040,Histamine; Histaminum
D08041,Homochlorcyclizine
D08042,Hopantenic acid; Pantocalcin
D08043,Hyaluronic acid; Captique; Monovisc
D08044,Hydralazine; Hidral
D08045,Hydrocodone; Dihydrocodeinone
D08046,Hydrocodone hydrochloride; Dihydrocodeinone hydrochloride; Dicodid
D08047,Hydromorphone
D08048,Hydroquinidine; Dihydroquinidine
D08049,Hydroquinidine hydrochloride; Idrochinidine; Serecor
D08050,Hydroxychloroquine; Polirreumin
D08051,Hydroxymethylnicotinamide; Cholamid; Nikoform
D08052,Hydroxyprogesterone
D08053,Hydroxyprogesterone 17alfa-acetate; Gestageno
D08054,Hydroxyzine; Marex
D08056,Ibandronic acid
D08057,Ibopamine hydrochloride; Scandine
D08058,Ibuprofen arginine salt; Zafen
D08059,Ibuprofen sodium; Ibuprofen sodium anhydrous; Esprenit
D08060,Ibutilide
D08061,Icosapent; Eicosapentaenoic acid
D08062,Idarubicin; Zavedos
D08063,Idrocilamide; Srilane
D08064,Ifenprodil
D08065,Iloprost tromethamine; Iloprost trometamol; Ventavis
D08066,Imatinib; Glamox
D08067,Azilsartan medoxomil
D08068,Imidapril; Hipertene
D08069,Imidocarb; Imizol [veterinary]
D08070,Imipramine; Tofranil
D08071,Imipramine pamoate; Imipramine embonate; Tofranil-pm
D08072,Imipraminoxide hydrochloride; Elepsin
D08073,Incadronic acid
D08074,Penbutolol
D08075,Indanazoline
D08076,Indanazoline hydrochloride; Farial
D08077,Indeloxazine
D08078,Indenolol
D08079,Inositol; Inosital
D08080,"Insulin injection, biphasic isophane; Biphasic isophane insuline human injectable aqueous suspension; Insulin Humacart"
D08081,Iodohippurate sodium; Bristol-Myers Squibb Sodium Iodohyppurate
D08082,Iosarcol; Melitrast
D08083,Vedolizumab; Vedolizumab; Entyvio
